gift_certificate_id,order_id,price,quantity
6284,532,22181724,6
7513,988,51153814,14
7459,255,65518095,11
2631,442,83038490,6
554,578,12508858,7
7150,669,84266718,3
9463,19,9199864,2
7545,659,77920032,9
6958,388,44710020,5
4281,705,44119227,2
2204,178,23916554,7
1443,654,8558608,5
9692,666,75530637,14
7040,14,53325868,14
6892,65,41823143,11
8964,416,18009249,2
4758,56,8166985,13
9952,476,94276736,5
1374,38,27078258,8
4301,353,1316233,5
9325,786,12656461,2
9042,847,89553222,10
8547,488,66511680,6
2873,708,19127725,12
9980,153,1416619,2
5721,211,31099036,7
7232,406,79457776,10
7426,996,52904813,5
513,126,80062274,2
2891,92,18218954,9
1601,399,2028207,8
8109,579,6251024,7
8460,466,53885195,4
3386,924,72046915,11
4748,633,36522102,7
527,229,93983862,13
9589,329,31252180,3
9073,81,51560796,13
9705,386,92861166,3
1903,803,68228518,3
3430,365,82065270,4
4575,252,99797088,2
4052,79,63589236,10
7264,683,57588906,14
4594,162,54833609,7
2665,900,52202201,11
9504,632,30674853,14
9958,548,53174973,10
9510,221,15574060,10
4082,663,40085810,10
3307,186,75650430,12
4447,859,18005100,5
8097,997,71352482,1
2554,200,87771657,7
8431,56,32609980,12
9449,45,13086302,13
5468,964,70473624,8
5277,888,52308119,12
7610,841,15169626,2
1444,693,32077694,2
4524,20,14320676,14
8340,503,41566323,11
3433,713,84431056,5
3372,576,76221619,4
550,899,28191969,7
1551,674,75938032,13
4743,917,26732506,6
483,797,29780883,3
7344,236,37273285,13
9018,133,2356685,1
5492,953,16212274,12
441,170,45890600,3
790,866,2579653,4
4113,841,93553903,11
2603,222,52422435,13
2361,2,70284452,8
4158,694,61858295,2
2031,837,38375670,13
8753,239,93069817,3
5125,945,87721005,5
4585,82,33533185,3
7712,53,73858036,13
3000,595,66507702,10
6081,107,80741683,8
2508,616,39834250,5
5515,357,98226534,4
4823,104,37010092,3
9102,734,26517884,5
3447,220,45808306,3
6661,521,77508377,6
9558,725,80178420,9
1718,704,31444021,11
4310,383,95065675,13
5469,527,75267784,2
998,94,69980979,10
6823,566,98328102,8
3299,350,33525739,6
6489,653,88168793,11
8407,35,39388885,12
5554,374,7024601,11
7888,602,74185484,8
7834,369,76810342,12
4674,357,5425131,9
8208,108,68114224,6
7418,236,27816362,12
3686,926,11950099,11
5012,221,5593502,8
1337,926,54593216,11
231,921,87918951,2
8238,456,78241265,14
5820,518,92073933,5
5991,309,90922203,11
3538,4,8461524,5
961,249,40997516,13
4822,964,2602927,8
3126,256,68356287,8
8108,329,54975182,13
2279,600,56628298,5
4535,317,23977445,12
57,827,17848864,3
3114,322,15819686,2
8416,227,62941110,11
5113,17,59832505,13
4300,220,64880475,5
8345,380,48131573,4
7591,10,50572748,11
4375,799,86593772,11
88,559,85683851,10
7857,833,25154730,14
980,554,69946145,9
6993,775,38829926,3
23,706,85582748,4
6680,914,1596701,9
3461,908,43320505,5
8165,405,69236778,1
3605,850,76579526,14
1599,943,7388794,9
9679,658,22791480,4
6802,897,57107415,14
6213,295,75092362,11
9429,632,11128930,2
5435,231,30879925,13
4005,949,17370719,10
8613,656,22381918,12
95,437,5126439,1
6328,260,26600617,1
6860,735,94579052,7
3370,449,68039197,8
6541,961,9984755,11
7388,671,40828130,14
6347,197,19582621,1
4848,535,41945949,1
6731,722,97449873,3
2433,692,9804513,10
3660,102,40878295,12
2851,859,54064047,14
2695,652,3884215,13
5568,495,11038076,5
283,123,42412581,7
637,248,52463153,3
3157,922,77593869,9
4748,496,27871533,14
8635,416,36264633,9
2622,600,64395605,11
6556,245,74871110,12
4962,520,46676113,3
6115,636,15662355,2
2680,661,61975167,2
5772,258,49266131,6
838,925,47641324,11
3730,77,3629506,2
1326,473,7622284,6
4783,649,78094099,12
4991,691,65487691,12
4555,598,366523,12
3390,158,69395472,3
7966,245,5981374,1
1073,281,69118923,11
7682,974,46014524,6
4834,327,4532848,2
5598,728,64279451,9
8805,800,61894623,13
6029,696,90735111,7
9218,638,43494522,4
3829,834,34375235,13
4136,72,32103919,3
9579,51,5085337,8
2314,236,31267504,2
5527,865,27887185,9
5149,76,32143273,14
6256,174,40157812,6
3738,206,80827576,2
5399,245,3633380,10
9826,158,72454907,7
4073,446,66086216,12
7498,95,65433933,6
3840,778,93305411,1
3588,824,70048081,5
5129,348,26241722,4
6702,910,82338224,11
2426,920,98442866,14
1993,663,14650100,6
1410,791,20331782,1
4143,492,24613435,8
5198,35,2669307,9
2724,752,77169507,11
5443,728,13620670,9
8948,485,81788967,7
6222,908,58716847,12
1102,668,16798817,11
6317,538,91526791,8
6210,631,89355835,1
1017,731,71966218,9
8837,228,48015059,7
1487,269,44221965,7
5274,512,50051595,10
9729,706,44695165,8
9045,417,42077549,12
8663,307,96380026,11
8367,204,9452865,13
8349,115,53316904,3
7654,182,61317886,6
4282,97,68086048,12
2256,697,19294379,2
372,260,59513006,13
1843,388,11662728,10
3107,867,76955389,9
2641,745,65382567,14
1744,529,63580023,6
9785,337,89045398,12
933,53,7775415,12
7358,579,62641491,3
1134,843,69758748,9
6085,180,72874306,7
9984,848,85278290,13
4125,36,13036705,10
4428,736,66697003,10
615,780,14155483,10
3689,804,82134157,2
3099,309,94924284,11
2413,600,46395078,6
479,77,33644351,14
8004,189,41393633,2
4843,992,37843378,1
9221,395,36514328,14
9124,930,10767054,5
7022,997,20845089,12
3586,597,13745709,10
8989,122,65651152,12
5719,710,63492080,6
3995,672,89599720,13
3667,12,21578358,6
4258,764,20960906,13
9435,949,81872867,5
4928,132,71812080,1
8680,532,63582234,3
511,724,23145200,6
3362,566,48556114,3
7601,998,60044935,4
341,235,96616529,10
7817,832,37848950,9
3874,223,74616044,14
3029,345,31921494,7
9919,585,49831357,13
368,692,82194728,9
7797,853,4006111,13
2784,997,15479986,14
3489,579,27725587,4
1650,28,26858490,1
1537,42,81609847,12
9780,282,5987266,14
2472,45,22017419,3
5005,733,20319946,5
4128,324,91124410,14
7921,519,31633385,6
678,801,60065286,11
680,62,27577297,14
3160,463,71363367,14
8764,993,66437804,7
7932,50,61215625,4
7773,979,44423241,9
3756,935,84531318,12
1159,340,24363482,9
7248,426,76065276,3
6812,336,92292245,3
7690,256,85945718,1
196,208,46501499,6
6593,413,13547181,11
9069,83,61253640,2
3572,984,34844479,2
2159,435,84892103,14
2189,80,27078819,7
2329,488,81660517,7
1263,426,46447864,8
1199,406,59622526,3
4708,426,18188523,10
2045,501,72758504,9
8137,672,81944581,10
9873,790,97025509,5
4065,883,81909852,14
9368,15,18638806,3
5968,678,61679945,7
6183,91,96859009,14
3887,181,66142153,12
2527,147,77165413,11
3515,629,63650291,8
6683,121,46998605,5
4558,130,11551323,4
5871,656,23117634,7
2397,11,10570284,8
8838,247,2367426,11
7036,868,30765841,12
1293,181,8186367,4
1117,101,58892950,5
3783,626,50331434,7
2081,282,2506349,7
9750,732,36379600,11
9492,206,55008458,4
408,246,83445270,2
6051,913,85706023,12
8126,663,20619937,4
481,855,12480860,7
669,923,7766733,9
5070,629,31822797,9
2217,535,74805827,14
5047,575,85765896,13
6304,839,21928957,13
2664,484,70291756,7
7686,703,66391498,8
751,749,44026237,2
6073,877,66602675,1
1278,936,73541692,6
9270,232,88316437,1
1654,885,29508827,4
8054,283,64491698,3
6362,259,21994528,9
2203,613,84529427,12
9652,773,52741424,7
951,628,36425446,9
9087,831,79606806,10
1041,807,93931054,1
6010,633,29960863,13
4084,426,73967117,12
1049,232,48336277,5
6575,84,80590329,8
909,932,44628520,3
7045,411,97475523,8
5213,668,32909850,14
4863,950,10454746,12
3191,186,98177450,9
3131,962,39500937,8
335,734,36708445,13
1452,16,96970063,12
257,281,60344707,3
3615,785,32991779,3
6583,763,36184746,11
970,766,30647475,3
1271,655,2975378,7
1016,219,20191420,2
5370,907,12042860,14
442,112,39170679,8
6981,504,94823921,3
3472,932,46701236,8
8556,792,92875517,8
6003,654,44221314,4
4282,213,73630274,7
9856,498,72393704,12
792,475,63512643,7
6649,360,14552392,8
3711,856,4242123,9
8175,102,80699542,3
1879,496,61643823,5
2901,651,52834793,13
4649,852,54167818,12
3751,901,52024041,3
7797,142,12614687,13
2973,13,86875046,7
6465,382,17928559,11
6120,849,45011941,5
4059,542,30234867,7
8812,415,51680191,6
9464,752,98947755,12
8183,314,17195565,7
3357,842,81362256,10
9750,934,89731901,3
6273,121,66289112,13
4723,784,27052226,9
4026,215,42537333,12
5991,31,31924441,6
6246,698,92597811,8
232,57,67715771,5
2098,709,40863448,11
353,774,35189675,7
6443,127,86231563,11
7516,608,95527763,3
4821,374,40959874,9
8888,339,87046744,5
5227,448,5156297,4
87,353,15205828,8
4438,331,69849014,11
3754,500,58074269,9
8628,954,18905785,7
1684,559,61360966,1
7433,763,6266602,10
6469,74,44343306,13
8392,104,24737803,9
7224,76,46271206,5
9750,292,31658695,6
9100,193,78708486,14
7927,781,74085268,14
1495,399,13676858,14
8348,36,53316092,4
2899,502,92382899,6
8871,827,92336104,4
2531,993,90627498,12
4913,897,49695210,13
2424,193,10605920,8
9764,81,85696397,13
3327,509,72173124,7
9667,284,75205109,10
5423,218,183646,7
3677,946,53386635,2
2694,515,72855101,12
8746,953,44347760,4
9015,260,72146076,9
9294,982,26861919,3
6454,58,3761796,6
1056,483,30503255,14
2419,220,24513738,4
8954,25,50903811,5
6587,24,28129098,7
3525,59,99134549,6
652,470,53926173,10
5621,110,75749777,8
9490,793,82730379,5
9087,156,97724696,12
2103,759,55700132,10
7083,170,35673314,13
7509,426,98348456,13
7012,807,85638289,9
665,658,31340399,9
9433,598,40734769,2
4619,685,32467958,2
1970,199,38728083,8
461,495,25093620,9
5011,336,67086082,13
1128,662,95580936,2
1264,851,85847396,2
9365,240,24341667,4
8419,341,84340483,9
3517,425,19343615,1
8451,254,68030465,8
382,480,86009185,3
5565,263,8615393,11
9875,418,52319597,4
6424,271,564307,9
8269,183,16593077,14
9557,137,66147561,10
6511,639,24169658,2
1426,648,5026461,13
9817,404,9847969,10
9912,652,58507714,10
1539,513,26270336,6
8180,562,96953825,2
4194,583,19596410,10
883,723,59610398,13
8186,156,55554791,13
213,11,58782055,5
3678,664,29962161,4
1722,360,61922165,3
5980,492,80304246,7
8743,238,88672912,2
6694,161,65676027,8
4520,388,77027832,4
8078,198,82766009,12
963,667,65234936,3
9251,923,5610203,3
2625,731,90883978,1
9637,21,6398036,9
9203,154,2688531,9
2686,467,24814452,13
3533,29,88762790,14
8943,42,43058637,14
5317,783,7893249,14
8399,659,51757937,14
1815,733,82660922,14
2518,597,59595532,7
3243,175,33797611,10
1704,247,56739361,9
4194,791,79056954,13
355,77,25909195,4
3005,933,52827761,3
9418,134,75601521,4
6358,76,39952255,8
6399,310,60880042,11
4322,456,65523110,11
7033,776,80449819,4
2159,449,51112179,1
8686,620,91576209,2
4742,605,63785096,5
685,416,48932350,3
4183,77,1873363,2
8471,33,98988117,2
1830,35,46482444,9
4214,539,51783015,8
1295,243,96460765,7
6223,708,39251461,1
1599,295,6108093,1
6719,291,68800796,1
9671,464,30176472,9
7573,710,43794575,3
4593,402,86529434,12
1558,337,68355330,14
877,114,18844952,12
4509,996,56844523,10
6843,4,93483772,8
9710,955,43761759,13
3461,448,61190626,14
2373,891,76708165,6
8052,781,3339123,4
8425,558,85948104,12
6110,126,94679519,8
1025,862,56582294,14
8959,591,94217784,11
7749,885,21271809,8
9639,973,48850361,10
7248,726,69787753,3
3464,769,2002078,10
9632,348,86800675,2
1441,112,94144739,12
87,879,78954853,7
8823,641,6094730,10
9491,14,64476136,13
5681,530,25687840,13
695,152,9832596,13
4281,750,21217234,5
8427,895,723618,8
7232,815,60979345,10
9439,368,49516805,2
1838,6,82532082,2
6657,52,24713268,5
1240,101,10187997,7
908,998,5691890,14
134,57,41706421,4
6669,456,64063349,14
6342,513,92275422,2
4035,981,97583807,3
344,172,68548635,1
3266,15,21875871,6
5034,879,20969034,11
7939,573,45759038,11
7589,618,64989196,13
9505,237,41791542,11
3645,838,44921919,3
1291,114,92963022,2
1244,901,39930247,13
3133,992,66562817,14
8382,41,75478689,12
2462,898,19257550,1
551,199,37445196,12
3316,89,24998916,12
7541,957,69974835,7
5657,66,24707348,6
9494,68,61815759,13
1743,539,41116186,11
9520,651,4872632,13
4822,630,48171955,7
6462,389,9807043,14
7393,144,81086302,1
6513,602,16459311,5
2929,178,43274007,11
7938,365,83839821,3
2800,300,88640140,8
7871,608,83384433,10
402,340,31516212,2
4759,234,84146876,3
9676,316,65025248,12
2564,583,24122018,9
3743,56,47336943,11
2187,276,11585496,2
7916,303,18644774,5
5022,582,14369799,2
3100,131,99536040,5
2868,41,87981110,1
3365,256,80496500,7
7149,33,92262421,10
588,314,14185758,11
1349,60,46145546,11
2245,198,33238491,3
469,495,67495151,6
1726,519,49571195,2
5873,930,28556462,5
1757,414,43764479,14
4712,638,40207447,11
3801,489,28747300,3
4401,412,99631633,4
6692,232,8656174,2
7081,706,1266338,12
5807,419,30500639,3
5370,797,11000060,2
286,808,55601240,11
6221,498,29279734,9
7960,573,79299553,8
2078,487,94560102,11
5228,246,45640910,5
8436,197,62559151,7
4012,596,38243530,1
3333,207,22190212,9
3792,159,15958069,9
8560,276,62807370,3
9385,500,29255245,2
9136,455,63347893,2
4737,544,67304220,5
3406,754,28496529,12
1826,87,31985424,1
1160,241,25288708,9
3516,210,17860016,1
3273,314,90449719,4
6174,286,41734464,5
9044,491,55528431,14
9629,289,57821175,12
5332,930,24258546,9
8739,328,44944119,11
9554,602,5496226,10
2475,703,78314676,10
2763,585,76653076,3
6400,426,67405501,1
3367,941,92717533,10
5318,374,6275301,12
6627,464,5663428,6
9672,553,17494858,14
8642,136,29203224,1
2306,719,9574397,3
7077,851,66991862,6
5221,418,14881436,2
2564,188,28834026,14
4008,758,23722248,9
5396,228,3499651,11
6461,362,73659079,11
4097,767,29585179,8
1336,659,82447800,9
8459,725,98388393,10
7037,684,30519808,4
3153,949,16481574,11
2652,243,59843095,2
8983,710,47544423,1
6846,313,55558217,5
1149,947,96866092,11
1223,644,97411590,9
3631,671,8621468,10
7739,557,87813943,12
9224,790,46814592,10
1972,956,45760060,3
1689,190,60617726,6
1836,821,93240330,8
1700,638,56547328,11
7157,550,12221373,10
9748,567,41665141,9
1566,923,33246033,5
8320,620,8042846,13
8441,858,14858093,3
4895,801,58599883,14
382,551,41381852,8
7388,553,50540940,2
9914,122,13943990,6
6682,797,72221888,9
5402,863,1037299,4
8570,265,59127647,8
7411,39,68946989,5
4895,408,26704166,13
9643,190,63276468,6
1537,875,85505220,9
4177,197,34996602,10
4808,708,22593725,1
1363,519,61774593,9
7913,340,7584331,11
9595,850,80033131,10
8631,194,64625058,9
8545,226,40773863,7
1645,298,47607960,10
87,406,82804457,10
9148,880,8249795,1
8122,642,17517050,14
7897,641,12263962,9
1136,859,46458316,5
749,155,74088672,4
5504,766,85595623,4
3006,747,88251335,12
428,952,61721931,6
5122,416,85856407,2
7680,767,88838681,4
189,675,79417082,3
1028,783,36536987,5
8335,173,59022231,12
6655,604,10993367,3
249,827,73224555,1
7600,337,92790389,12
240,737,11188448,10
9,386,53509862,5
2660,520,20491645,13
9718,642,15259384,8
3817,577,459750,13
3625,763,71947649,13
3056,710,5388382,14
353,823,46059813,10
7476,957,18936219,6
6717,667,30425131,7
6378,283,58822917,3
3994,235,17691187,6
6745,216,68355371,3
3324,59,47460383,4
182,204,39245924,5
3320,594,27207962,7
597,523,12718820,1
4533,787,84519833,11
2732,557,23196379,2
1748,574,50848294,1
5329,671,26637780,12
1396,278,34934123,10
4825,928,34695069,7
2749,14,11569863,1
109,146,8550901,13
1079,162,92895558,13
3701,969,90935403,11
8261,395,8623692,7
6955,322,75816032,10
3278,452,30324347,11
1738,438,53226808,8
4405,378,43944458,4
4412,189,6877139,1
4888,632,96258213,6
7427,379,44986329,3
3687,574,86346296,2
8421,903,77225312,14
2551,455,71584786,8
8421,304,70246670,10
6299,404,44654944,14
5298,649,33429692,9
3263,57,95515252,1
3594,388,91760082,14
23,133,41295392,9
5741,445,68275413,8
6052,487,492085,14
4725,510,18723683,3
9297,292,74085189,5
9327,457,64060289,11
2396,226,76121963,11
9478,709,59351196,13
5378,767,55643405,10
8909,103,9614699,3
7213,909,38747652,1
6444,349,16537062,12
8696,770,13354686,1
6466,579,1573862,8
4923,693,36044873,5
6836,897,58959008,13
8930,138,44805202,10
9536,478,29399724,12
1962,556,61733283,1
698,597,7486239,13
603,945,91564668,3
5754,526,22104672,14
7516,12,21701950,3
7420,747,50150942,12
3195,491,15021916,8
9004,460,86252607,6
4763,306,87095971,2
9616,992,47532737,13
6188,469,28822872,11
9818,412,32081285,6
9162,489,95349914,14
2610,97,8521770,7
543,793,70420865,9
4471,568,99065775,9
826,524,70138018,4
6554,131,99720587,11
5360,322,57849826,4
4594,763,84199756,13
1705,783,59091517,6
5068,920,13072768,6
2211,423,3655294,3
2879,896,44775823,1
4787,688,65600863,7
7106,52,71117118,12
4920,194,40621440,14
5182,812,98908398,5
9515,796,40803804,10
9767,579,9324512,3
3933,322,4805532,4
937,829,47172460,9
8743,527,79393822,11
1070,384,19695421,2
725,805,91916976,5
5140,192,86130066,6
4334,745,21661990,7
4888,784,7429198,13
5950,494,6460325,6
37,478,69233139,10
7222,767,6445912,14
187,218,18430740,8
5997,289,59111190,3
6603,780,64821676,3
4606,639,79961333,5
6125,980,15038981,2
4531,894,17622419,9
3196,808,11512005,9
1126,256,59061359,11
1275,870,38989776,4
5610,649,89143122,3
1931,902,23895137,12
8455,863,92817343,6
6786,344,5046975,11
6166,974,53767298,2
417,571,24782141,12
1742,996,5931352,6
1898,901,7389895,9
2497,584,78744313,14
892,950,89704018,8
6557,362,76769502,7
8800,751,91567710,11
2058,849,13041204,3
3328,266,17382703,14
4014,100,2536197,3
8431,835,62475382,14
7893,338,11445184,2
5565,88,65251198,10
773,986,46819679,10
8034,791,91144100,6
812,291,19829831,5
7707,920,25723250,14
4103,797,56176883,14
9255,701,70762797,12
7369,823,66692632,8
6366,821,21217047,2
1965,465,7586365,5
7977,494,18649961,9
1885,602,11505348,8
6366,284,17357685,13
809,131,68414774,11
5255,663,74026104,6
2793,647,94308426,14
1246,370,78656574,4
785,80,14438447,5
8449,911,18590848,13
6110,951,80070827,5
5857,156,18426260,7
6498,798,46105151,8
1371,453,59301098,8
7244,699,6655415,3
5507,207,48529092,12
8156,855,47393771,8
1396,867,2369656,3
9448,767,14786305,9
8626,417,79072624,2
4631,490,33026897,5
9084,281,12287295,9
4868,611,58173269,3
8448,36,36572387,6
4666,981,50762557,11
6812,627,31346586,11
7746,292,56093485,6
3054,20,67054218,5
9086,942,68733848,1
8762,159,91053772,8
7322,848,7001425,8
2857,878,32472573,13
4020,743,10705096,13
9093,61,44286703,12
1767,548,55164560,9
7198,753,31986009,7
9407,275,23684731,13
3482,305,52840875,5
712,972,99842640,12
5574,785,49659494,13
9668,651,96744959,8
9123,789,39805328,12
4996,851,88403624,5
6074,294,81506019,14
5288,603,58759500,1
6413,422,56123526,2
2149,799,80970382,14
617,610,27816590,6
514,655,65013424,1
7860,757,55506536,3
8762,388,40281523,7
4210,200,70020176,11
1577,20,30373623,14
1976,485,25511145,8
904,870,34726980,2
9799,461,78693953,13
5735,493,27688291,14
6435,747,19274098,11
476,437,13512808,4
196,65,67586187,1
993,33,77894627,1
3066,324,19387162,8
4001,106,97795938,13
4105,442,17108665,6
6013,514,92287211,13
9232,748,13410112,6
8269,533,90728837,11
3501,3,52491402,1
1947,333,1356906,14
6825,745,58269941,4
2987,711,55208512,8
7688,278,36063020,9
2655,720,65176197,8
1420,747,9139991,5
8980,368,21505201,11
4160,433,21609309,6
5808,952,72076109,2
4287,224,73235391,12
9308,672,62972615,3
1960,596,64206930,8
1720,302,49555533,9
3503,19,88357412,7
2412,662,4979491,5
5299,808,83418924,13
4946,154,95701457,12
5565,283,17668914,1
9879,795,57512938,7
1177,878,15530369,5
7260,665,60191467,2
9372,586,4778719,8
689,274,83669877,11
1735,418,32645220,2
8384,764,71793718,1
6393,825,99312577,13
1253,453,64184714,8
4438,414,32958476,6
5070,748,58844739,13
2069,720,92857675,13
1063,395,74749879,4
4461,410,86873908,8
4690,453,63083693,5
1609,114,66241843,13
6723,712,98882063,7
9444,493,11803951,10
9439,474,25931437,6
8294,462,91521774,2
8352,809,93567367,4
782,710,44321607,11
5846,72,8591694,14
7834,975,20145543,6
857,688,19222594,7
7313,445,96385292,9
2772,93,33913998,14
1511,443,74053793,1
5378,512,51855744,5
1777,418,82209352,14
2695,274,89933551,13
4070,128,87114752,14
2729,865,33973228,2
2697,421,38706924,6
8457,323,96699047,14
3710,472,56385982,2
3313,79,45291929,4
4572,850,21591843,10
8660,230,22477508,7
5453,92,20632105,3
2218,371,69880778,4
1037,599,73728027,2
1255,128,50551087,12
4513,836,59124312,12
7100,758,54133399,5
6744,600,51096216,6
6498,672,27525457,1
1963,929,84535106,11
1161,817,76353324,14
7727,279,3764514,11
3416,336,14554521,5
3447,361,21606462,1
6388,427,74731197,12
5499,878,47548037,9
8600,276,63559583,7
3240,697,92059149,3
2826,751,73933315,9
733,591,2521350,7
7204,809,98645701,5
4546,182,7804884,5
4563,246,40089769,11
1824,59,20465553,4
3417,142,13993571,7
6429,606,40811101,10
4155,949,4672361,9
6212,582,95599224,1
4017,316,6679270,11
8917,138,16692988,10
1981,347,97494973,2
2967,152,1332710,4
5463,502,29249799,14
4514,529,78865657,2
4012,343,92277225,8
1350,484,66798890,13
2900,354,36773865,13
9913,464,34602722,3
9750,462,29857174,5
6314,330,34734809,4
9365,822,4739002,2
2894,25,59616270,13
5271,952,33948640,8
2145,662,54338751,10
6784,101,78797388,14
7834,147,23309344,2
1555,88,95627511,14
2301,492,48259477,1
9950,658,56831090,5
4370,548,58499139,4
7572,495,33953963,1
1246,796,99002397,5
9182,585,61812213,8
5422,404,48081709,12
5892,965,96418224,3
685,606,64301869,1
4702,269,55429047,8
938,231,27673990,2
5156,523,18608218,5
8071,195,95775251,6
981,643,7155567,10
8740,951,52884744,9
1777,778,72346486,7
5841,384,19690693,3
8516,305,56842304,12
2424,434,21911242,10
3082,488,1533099,1
2180,192,98266149,6
74,605,10335132,6
5348,997,16094206,8
7396,963,37828689,5
5073,805,54597949,2
3258,36,43710551,8
6261,102,11646012,10
4243,384,33701830,6
9363,509,37306830,14
7958,329,46451137,14
2803,772,61597072,12
1437,50,11643291,4
558,903,18022394,8
9420,883,69375322,3
7549,480,76860315,13
4889,439,80573,3
6608,775,58208421,4
5902,393,51947161,3
3404,567,85166282,8
4193,583,35893156,9
9852,837,60815779,8
2039,833,44394575,1
8156,191,23069822,5
5602,559,48988868,12
7710,465,19296159,6
4679,886,68892075,10
3843,2,16288436,6
318,140,76340813,3
1212,193,92039636,10
8312,480,94692501,12
3310,529,41469814,6
1620,204,61831229,11
774,11,78284718,14
3903,990,10824070,2
1485,945,13611014,3
6709,70,2125009,10
4270,60,19458598,6
6384,838,961879,5
5183,366,3768637,14
4715,289,50116933,3
3834,381,29752341,1
3570,809,78130091,2
843,821,50311896,13
3443,745,15620482,4
5079,739,97286477,2
92,251,14305720,4
12,492,43582735,1
9525,170,62766690,13
4439,955,81868333,5
7716,1,31872517,9
2778,64,28344946,12
3352,124,94643469,11
2097,776,43092353,11
3162,398,17146737,2
2383,59,1975851,13
3735,757,17836422,13
1936,644,44236160,6
9261,866,49031818,8
4202,355,82513722,14
9671,326,90374292,13
5457,662,81478642,3
7385,895,54309950,1
7840,686,5120088,10
9805,454,24416546,8
8853,369,62356159,10
6810,558,84732505,5
2855,923,31224448,14
5731,226,16563396,13
1548,142,31912572,10
9420,2,17624129,5
1007,397,60471588,4
8155,777,52698507,14
1111,304,6017273,9
7023,213,19674550,14
8150,472,89130202,12
5829,582,47245598,8
5202,139,55822197,12
1348,533,57886359,13
1925,325,59074804,4
9529,607,52748884,8
3964,346,84996423,4
1659,567,21011482,14
9452,331,89606749,7
1103,361,71549354,8
9243,47,72001012,10
2191,688,83161522,9
7253,177,40607549,6
6215,912,3507382,3
9443,383,41876019,4
7321,204,39222391,14
9286,616,89334741,12
6370,109,77341795,12
6096,73,35994813,13
8870,850,28911565,10
5143,272,54356120,14
1611,833,32094831,1
2960,688,52593303,11
9423,478,78648596,11
6544,767,74807136,9
7950,28,94101585,9
4031,575,76755443,8
5525,129,32091443,2
940,711,72279667,7
6600,403,79206018,2
2948,860,50765502,14
5827,47,88902161,2
2857,639,25184823,2
1027,686,91293456,7
3310,926,58631330,9
654,771,48021879,3
3672,432,63316448,4
7556,327,6079846,4
9748,652,30857987,14
5203,992,3406204,5
6857,636,26376045,13
8769,201,99086093,6
7978,237,12920778,11
8165,206,3035990,8
3804,341,58171322,3
4131,657,37556654,14
5784,1,14533140,7
3772,978,96601981,5
8927,230,90061699,7
5078,567,29030598,3
4415,225,43372421,8
1972,328,43503086,11
6220,785,55408484,3
4104,883,94371423,1
2608,305,33498968,13
555,540,3105383,12
2705,790,84040222,9
3051,601,1546566,12
502,415,70878398,3
2238,856,76220289,4
5652,376,82836777,9
4244,786,92841282,1
2858,872,16823350,3
2319,414,11101438,13
1939,614,24869346,6
4872,848,46398276,1
7699,740,12976087,14
1750,755,80450192,6
5422,85,31143130,10
7121,439,39497283,7
8619,831,30123669,7
4331,812,58165515,9
3043,807,99428782,9
6077,356,76350069,11
9122,807,82196803,10
6564,933,83402305,8
679,764,66110749,3
1022,432,18886591,11
2194,764,54477126,10
5468,32,58753520,14
1589,493,69086133,6
7612,195,79665638,3
3208,594,76693935,13
6172,711,82793216,14
9973,771,36487285,10
1511,434,53426482,13
6189,240,38998757,12
8107,108,17048492,13
2202,864,52491779,3
2424,467,76897917,13
9672,474,82686123,8
6649,285,13742454,8
9364,616,65845168,11
6663,918,80673231,11
9590,818,74828914,8
8051,953,37607860,3
4237,886,68422774,11
1863,665,68626475,8
21,492,70204819,10
6072,27,20755561,5
1022,881,90689913,3
4492,395,21464513,5
575,800,20407865,6
7185,248,6761262,1
983,614,8431591,11
6002,385,32201529,4
9298,128,77375663,3
2163,130,11768801,14
6109,414,41944300,13
465,182,76386720,1
6713,382,69553882,6
4608,262,81202337,11
4245,688,57842160,14
9419,429,73424360,11
5597,635,26478798,5
6209,41,8566897,13
6823,272,81313937,5
8279,145,96747405,13
8499,56,10767440,4
6888,935,81085627,10
3159,20,74973002,8
5516,125,99084848,3
6796,701,36366640,6
9166,443,40802868,9
2967,768,70381646,3
4491,507,92678144,4
7207,661,14349393,13
3209,516,2893897,9
8244,597,545356,9
2907,558,37580439,8
2805,631,62512693,2
7805,556,10631,6
6473,477,92124369,13
2320,621,21843738,12
923,469,80739239,13
9807,105,86134454,3
6727,740,58669474,5
4371,806,34021023,11
3923,146,90900259,12
8821,800,49974288,3
6615,736,23930489,12
5951,109,39187430,3
3788,197,50957927,12
7502,486,57728837,3
7695,462,45354726,1
9696,680,97027516,12
1366,182,52845641,2
7124,400,92636846,5
9696,643,22847152,4
8649,18,56813515,8
3479,384,94066304,4
2966,519,98886558,13
5684,733,4872394,6
3470,459,19468518,14
7658,398,70755041,6
5797,306,49063175,14
2706,218,85154437,2
2574,333,31126483,11
8937,889,69288012,9
7400,730,54457928,9
1933,622,51783326,14
3515,506,94478641,8
4484,248,47881306,7
3097,156,98479854,1
8930,962,96966695,2
6674,881,64915999,4
4215,297,52654322,7
7661,609,24089007,1
8535,90,21960858,14
7877,511,62714281,11
2730,341,65877399,1
8538,844,44265280,11
9042,650,69295697,11
7604,466,95018134,5
9728,282,55807064,1
9795,487,74464646,12
68,443,61321117,4
9356,28,25454934,6
3349,206,80573913,5
2230,639,38201493,9
8537,788,55373605,2
9157,463,27535871,6
1398,908,98496279,8
